customer_id,Recency,Frequency,Monetary,R,F,M,Segment
C014173,68,4,1039.52,4,2,2,Regular
C014174,161,5,2767.86,2,3,5,At Risk
C014175,41,3,641.04,4,2,1,Regular
C014176,258,4,2688.65,1,2,4,At Risk
C014177,598,1,186.35,1,1,1,At Risk
C014178,105,3,321.96000000000004,3,2,1,Regular
C014179,111,6,2635.96,3,4,4,Loyal
C014180,185,2,405.05,2,1,1,At Risk
C014181,232,5,1712.1100000000001,2,3,3,At Risk
C014182,169,4,1571.9,2,2,3,At Risk
C014183,127,7,1534.18,3,5,3,Loyal
C014184,24,7,2100.96,5,5,4,VIP
C014185,73,2,1078.83,4,1,2,Regular
C014186,329,6,2130.78,1,4,4,At Risk
C014187,119,9,3717.77,3,5,5,Loyal
C014188,148,4,2050.58,2,2,4,At Risk
C014189,110,8,2646.42,3,5,4,Loyal
C014190,3,8,4453.9400000000005,5,5,5,VIP
C014191,117,6,2054.8,3,4,4,Loyal
C014192,130,5,2446.5699999999997,3,3,4,Loyal
C014193,84,5,1422.19,3,3,3,Loyal
C014194,6,4,1025.29,5,2,2,Regular
C014195,226,3,1554.99,2,2,3,At Risk
C014196,97,2,334.87,3,1,1,Regular
C014197,31,6,1694.17,5,4,3,VIP
C014198,56,6,2389.0299999999997,4,4,4,VIP
C014199,117,6,2163.2000000000003,3,4,4,Loyal
C014200,22,3,1162.03,5,2,2,Regular
C014201,158,5,1510.95,2,3,3,At Risk
C014203,121,8,2500.15,3,5,4,Loyal
C014204,127,7,1381.94,3,5,3,Loyal
C014205,25,7,4248.1900000000005,5,5,5,VIP
C014206,134,4,1592.2,3,2,3,Regular
C014207,227,6,1481.17,2,4,3,At Risk
C014208,402,4,891.9499999999999,1,2,2,At Risk
C014209,257,3,1024.24,1,2,2,At Risk
C014210,57,2,757.53,4,1,1,Regular
C014211,41,3,659.49,4,2,1,Regular
C014212,14,7,1973.1,5,5,4,VIP
C014213,92,7,2546.48,3,5,4,Loyal
C014214,84,9,6014.96,3,5,5,Loyal
C014215,30,3,573.48,5,2,1,Regular
C014216,349,4,1174.97,1,2,2,At Risk
C014217,28,5,1862.3700000000001,5,3,3,Loyal
C014218,112,5,1877.8000000000002,3,3,3,Loyal
C014219,226,3,1240.01,2,2,2,At Risk
C014220,57,6,2425.08,4,4,4,VIP
C014221,2,5,1514.75,5,3,3,Loyal
C014222,19,7,2553.27,5,5,4,VIP
C014223,561,3,1091.55,1,2,2,At Risk
C014224,94,7,3254.41,3,5,5,Loyal
C014225,249,5,1317.05,1,3,2,At Risk
C014226,166,2,1045.04,2,1,2,At Risk
C014227,112,2,635.66,3,1,1,Regular
C014228,14,7,3417.7,5,5,5,VIP
C014229,48,7,3194.77,4,5,5,VIP
C014230,190,2,231.43,2,1,1,At Risk
C014231,385,2,728.8299999999999,1,1,1,At Risk
C014232,320,5,1656.92,1,3,3,At Risk
C014233,8,7,2046.96,5,5,4,VIP
C014234,83,3,987.8900000000001,3,2,2,Regular
C014235,258,2,374.78999999999996,1,1,1,At Risk
C014236,73,4,1131.01,4,2,2,Regular
C014237,63,3,1900.94,4,2,3,Regular
C014238,9,6,1888.03,5,4,3,VIP
C014239,70,4,1215.27,4,2,2,Regular
C014240,83,6,4208.22,3,4,5,Loyal
C014241,28,8,2893.09,5,5,5,VIP
C014242,5,12,7234.36,5,5,5,VIP
C014243,610,3,691.71,1,2,1,At Risk
C014244,184,6,1625.87,2,4,3,At Risk
C014245,238,4,2340.3199999999997,2,2,4,At Risk
C014246,162,6,1833.99,2,4,3,At Risk
C014247,146,6,3240.13,2,4,5,At Risk
C014248,250,5,2611.84,1,3,4,At Risk
C014249,540,1,211.78,1,1,1,At Risk
C014250,18,5,1321.31,5,3,2,Loyal
C014251,52,7,4800.04,4,5,5,VIP
C014252,225,6,1978.51,2,4,4,At Risk
C014253,65,6,3359.76,4,4,5,VIP
C014254,73,5,1246.5,4,3,2,Loyal
C014255,44,4,1141.06,4,2,2,Regular
C014256,273,4,765.77,1,2,1,At Risk
C014257,88,4,1064.57,3,2,2,Regular
C014258,149,4,1439.97,2,2,3,At Risk
C014259,76,8,3230.46,4,5,5,VIP
C014260,185,5,2764.2799999999997,2,3,5,At Risk
C014261,20,4,995.6800000000001,5,2,2,Regular
C014262,110,8,2763.66,3,5,5,Loyal
C014263,104,7,1898.99,3,5,3,Loyal
C014264,338,4,2042.04,1,2,4,At Risk
C014265,12,6,2210.72,5,4,4,VIP
C014266,154,7,2441.55,2,5,4,At Risk
C014267,224,8,3523.2999999999997,2,5,5,At Risk
C014268,166,1,220.22,2,1,1,At Risk
C014269,64,8,3260.51,4,5,5,VIP
C014270,82,5,1216.45,3,3,2,Loyal
C014271,182,5,2252.69,2,3,4,At Risk
C014272,3,6,2444.06,5,4,4,VIP
C014273,160,4,2316.37,2,2,4,At Risk
C014274,332,3,850.0899999999999,1,2,2,At Risk
C014275,149,2,939.6099999999999,2,1,2,At Risk
C014276,301,5,2398.82,1,3,4,At Risk
C014277,517,3,377.44,1,2,1,At Risk
C014278,3,4,1762.22,5,2,3,Regular
C014279,298,6,2635.11,1,4,4,At Risk
C014280,281,3,563.06,1,2,1,At Risk
C014281,297,7,1332.82,1,5,2,At Risk
C014282,104,7,2622.19,3,5,4,Loyal
C014283,295,5,727.6400000000001,1,3,1,At Risk
C014284,40,8,1834.89,4,5,3,VIP
C014285,64,8,3536.9,4,5,5,VIP
C014286,146,3,787.15,2,2,1,At Risk
C014287,262,4,1534.52,1,2,3,At Risk
C014288,383,4,1973.88,1,2,4,At Risk
C014289,5,6,1829.45,5,4,3,VIP
C014290,105,6,2603.52,3,4,4,Loyal
C014291,15,8,3534.4,5,5,5,VIP
C014292,47,10,3959.12,4,5,5,VIP
C014293,37,8,2112.27,4,5,4,VIP
C014294,41,6,2352.36,4,4,4,VIP
C014295,116,5,1388.1,3,3,3,Loyal
C014296,335,5,3482.19,1,3,5,At Risk
C014297,35,3,1399.33,4,2,3,Regular
C014298,116,5,2993.12,3,3,5,Loyal
C014299,186,7,1665.1299999999999,2,5,3,At Risk
C014300,8,6,864.8,5,4,2,VIP
C014301,15,5,1720.1,5,3,3,Loyal
C014302,266,3,1561.3600000000001,1,2,3,At Risk
C014303,49,8,2238.84,4,5,4,VIP
C014304,73,4,833.47,4,2,1,Regular
C014305,139,2,2004.45,2,1,4,At Risk
C014306,183,4,772.6600000000001,2,2,1,At Risk
C014307,17,9,5533.2699999999995,5,5,5,VIP
C014308,127,5,2046.88,3,3,4,Loyal
C014309,15,4,863.25,5,2,2,Regular
C014310,37,4,2118.75,4,2,4,Regular
C014311,259,5,2630.21,1,3,4,At Risk
C014312,9,4,2698.73,5,2,4,Regular
C014313,47,8,2567.58,4,5,4,VIP
C014314,292,3,1312.43,1,2,2,At Risk
C014315,15,5,986.21,5,3,2,Loyal
C014316,406,3,832.46,1,2,1,At Risk
C014317,21,3,1813.98,5,2,3,Regular
C014318,101,3,293.67,3,2,1,Regular
C014319,23,9,3611.99,5,5,5,VIP
C014320,93,3,1954.66,3,2,4,Regular
C014321,8,2,706.72,5,1,1,Regular
C014322,110,1,695.7,3,1,1,Regular
C014323,115,3,933.26,3,2,2,Regular
C014324,64,4,1504.25,4,2,3,Regular
C014325,219,3,1589.22,2,2,3,At Risk
C014326,483,3,744.5899999999999,1,2,1,At Risk
C014327,76,4,2477.87,4,2,4,Regular
C014328,124,6,1415.12,3,4,3,Loyal
C014329,4,7,2708.29,5,5,4,VIP
C014330,6,7,2383.91,5,5,4,VIP
C014331,162,2,782.7,2,1,1,At Risk
C014333,9,6,2949.2000000000003,5,4,5,VIP
C014334,105,3,601.17,3,2,1,Regular
C014335,551,1,168.79,1,1,1,At Risk
C014336,15,1,222.88,5,1,1,Regular
C014337,310,4,1477.14,1,2,3,At Risk
C014338,147,7,3298.2,2,5,5,At Risk
C014339,25,5,1167.8600000000001,5,3,2,Loyal
C014340,69,4,1894.73,4,2,3,Regular
C014341,119,8,1043.0,3,5,2,Loyal
C014342,300,6,2058.5099999999998,1,4,4,At Risk
C014343,42,15,7029.33,4,5,5,VIP
C014344,22,4,829.87,5,2,1,Regular
C014345,146,5,2090.56,2,3,4,At Risk
C014346,52,3,967.5999999999999,4,2,2,Regular
C014347,108,2,379.76,3,1,1,Regular
C014348,140,4,976.9000000000001,2,2,2,At Risk
C014349,14,6,1793.4,5,4,3,VIP
C014350,3,7,2564.5499999999997,5,5,4,VIP
C014351,317,3,813.02,1,2,1,At Risk
C014352,466,2,577.4499999999999,1,1,1,At Risk
C014353,22,5,1802.72,5,3,3,Loyal
C014354,199,3,1912.47,2,2,3,At Risk
C014355,102,8,4580.46,3,5,5,Loyal
C014356,351,1,155.07,1,1,1,At Risk
C014357,9,7,3115.92,5,5,5,VIP
C014358,303,3,1182.97,1,2,2,At Risk
C014359,48,1,158.94,4,1,1,Regular
C014360,120,8,3399.94,3,5,5,Loyal
C014361,158,5,1305.81,2,3,2,At Risk
C014362,90,6,2324.84,3,4,4,Loyal
C014363,174,4,1170.3,2,2,2,At Risk
C014364,17,7,3481.89,5,5,5,VIP
C014365,35,8,5767.22,4,5,5,VIP
C014366,11,9,3029.69,5,5,5,VIP
C014367,180,3,1123.15,2,2,2,At Risk
C014368,102,8,2858.2400000000002,3,5,5,Loyal
C014369,106,5,913.79,3,3,2,Loyal
C014370,92,7,1767.79,3,5,3,Loyal
C014371,79,5,1553.98,3,3,3,Loyal
C014372,3,6,2092.78,5,4,4,VIP
C014373,86,5,1723.88,3,3,3,Loyal
C014374,438,3,681.9399999999999,1,2,1,At Risk
C014375,69,4,2331.37,4,2,4,Regular
C014376,17,5,1220.7,5,3,2,Loyal
C014377,127,5,2638.74,3,3,4,Loyal
C014378,9,5,2898.25,5,3,5,Loyal
C014379,134,4,913.72,3,2,2,Regular
C014380,150,5,747.8399999999999,2,3,1,At Risk
C014381,159,4,949.25,2,2,2,At Risk
C014382,9,6,1375.9099999999999,5,4,3,VIP
C014383,232,3,1124.02,2,2,2,At Risk
C014384,438,3,560.6800000000001,1,2,1,At Risk
C014385,202,4,2606.56,2,2,4,At Risk
C014386,166,3,976.6599999999999,2,2,2,At Risk
C014387,302,5,1296.4699999999998,1,3,2,At Risk
C014388,227,6,1937.23,2,4,4,At Risk
C014389,5,6,3141.1499999999996,5,4,5,VIP
C014391,80,8,2806.2,3,5,5,Loyal
C014392,40,9,2877.73,4,5,5,VIP
C014393,257,9,3518.88,1,5,5,At Risk
C014394,314,4,1727.4,1,2,3,At Risk
C014395,69,4,1654.37,4,2,3,Regular
C014396,33,8,3044.85,5,5,5,VIP
C014397,81,5,2700.6099999999997,3,3,4,Loyal
C014398,74,8,4295.72,4,5,5,VIP
C014399,353,2,971.86,1,1,2,At Risk
C014400,35,6,1933.6200000000001,4,4,3,VIP
C014401,228,2,890.5,2,1,2,At Risk
C014402,269,4,1243.17,1,2,2,At Risk
C014403,708,1,421.96,1,1,1,At Risk
C014404,31,5,1434.65,5,3,3,Loyal
C014405,55,7,2084.83,4,5,4,VIP
C014406,15,5,1340.1,5,3,2,Loyal
C014407,16,9,6297.42,5,5,5,VIP
C014408,35,7,2702.14,4,5,4,VIP
C014409,379,1,298.25,1,1,1,At Risk
C014410,71,4,2233.03,4,2,4,Regular
C014411,66,7,2689.84,4,5,4,VIP
C014412,48,3,832.35,4,2,1,Regular
C014413,70,5,1708.6,4,3,3,Loyal
C014414,216,6,1930.81,2,4,3,At Risk
C014415,16,3,618.65,5,2,1,Regular
C014416,121,5,1390.41,3,3,3,Loyal
C014417,11,8,2253.4,5,5,4,VIP
C014418,35,4,1020.51,4,2,2,Regular
C014419,70,10,5324.39,4,5,5,VIP
C014420,96,3,925.38,3,2,2,Regular
C014421,252,4,2078.29,1,2,4,At Risk
C014422,135,5,2398.8199999999997,3,3,4,Loyal
C014423,195,2,548.38,2,1,1,At Risk
C014424,54,9,3168.17,4,5,5,VIP
C014425,36,4,1500.06,4,2,3,Regular
C014426,51,9,2798.43,4,5,5,VIP
C014427,144,5,1205.4299999999998,2,3,2,At Risk
C014428,90,6,2470.19,3,4,4,Loyal
C014429,293,3,2313.1600000000003,1,2,4,At Risk
C014430,79,4,1492.26,3,2,3,Regular
C014431,112,5,910.11,3,3,2,Loyal
C014432,181,4,702.01,2,2,1,At Risk
C014433,25,9,4055.96,5,5,5,VIP
C014434,21,5,1752.81,5,3,3,Loyal
C014435,31,1,320.7,5,1,1,Regular
C014436,57,9,3714.2200000000003,4,5,5,VIP
C014437,55,3,778.04,4,2,1,Regular
C014438,467,2,450.87,1,1,1,At Risk
C014439,156,3,1009.03,2,2,2,At Risk
C014440,208,9,2160.32,2,5,4,At Risk
C014441,258,7,1446.3799999999999,1,5,3,At Risk
C014442,58,3,1455.15,4,2,3,Regular
C014443,81,4,1285.12,3,2,2,Regular
C014444,601,2,635.31,1,1,1,At Risk
C014445,75,7,2201.23,4,5,4,VIP
C014446,95,5,2244.05,3,3,4,Loyal
C014447,7,8,1867.98,5,5,3,VIP
C014448,49,11,5988.79,4,5,5,VIP
C014449,82,6,987.64,3,4,2,Loyal
C014450,97,3,571.38,3,2,1,Regular
C014451,101,5,650.11,3,3,1,Loyal
C014452,296,3,596.8800000000001,1,2,1,At Risk
C014453,139,7,4307.5599999999995,2,5,5,At Risk
C014454,12,9,2785.8599999999997,5,5,5,VIP
C014455,46,8,2760.0699999999997,4,5,5,VIP
C014456,33,5,1517.17,5,3,3,Loyal
C014457,38,8,3359.38,4,5,5,VIP
C014458,21,5,1667.59,5,3,3,Loyal
C014459,29,5,1761.7,5,3,3,Loyal
C014460,121,5,793.0400000000001,3,3,1,Loyal
C014461,16,10,3486.75,5,5,5,VIP
C014462,260,5,2536.75,1,3,4,At Risk
C014463,88,5,1810.25,3,3,3,Loyal
C014464,137,4,2424.39,3,2,4,Regular
C014465,113,3,1381.02,3,2,3,Regular
C014466,384,4,1767.66,1,2,3,At Risk
C014467,376,7,1237.8799999999999,1,5,2,At Risk
C014468,8,6,1283.3,5,4,2,VIP
C014469,192,7,7146.78,2,5,5,At Risk
C014470,5,6,3411.4,5,4,5,VIP
C014471,425,2,399.67999999999995,1,1,1,At Risk
C014472,130,3,1017.5699999999999,3,2,2,Regular
C014473,702,1,320.02,1,1,1,At Risk
C014474,53,7,3428.06,4,5,5,VIP
C014475,157,5,2599.37,2,3,4,At Risk
C014476,20,6,1591.04,5,4,3,VIP
C014477,194,2,563.5600000000001,2,1,1,At Risk
C014478,50,6,1933.39,4,4,3,VIP
C014479,112,7,1685.8400000000001,3,5,3,Loyal
C014480,144,4,716.21,2,2,1,At Risk
C014481,122,4,899.81,3,2,2,Regular
C014482,44,2,922.1500000000001,4,1,2,Regular
C014483,362,5,2856.16,1,3,5,At Risk
C014484,16,4,1814.99,5,2,3,Regular
C014485,53,6,1822.1,4,4,3,VIP
C014486,128,2,160.78,3,1,1,Regular
C014487,36,7,2346.47,4,5,4,VIP
C014488,356,6,2027.7500000000002,1,4,4,At Risk
C014489,222,4,2957.2400000000002,2,2,5,At Risk
C014490,42,5,1801.8899999999999,4,3,3,Loyal
C014491,190,1,1296.72,2,1,2,At Risk
C014492,53,8,2224.58,4,5,4,VIP
C014493,8,3,551.62,5,2,1,Regular
C014494,23,6,2586.42,5,4,4,VIP
C014495,259,6,1960.15,1,4,4,At Risk
C014496,41,5,4323.98,4,3,5,Loyal
C014497,27,3,2040.79,5,2,4,Regular
C014498,396,2,442.27000000000004,1,1,1,At Risk
C014499,232,4,2402.08,2,2,4,At Risk
C014500,18,5,2014.48,5,3,4,Loyal
C014501,85,6,2140.69,3,4,4,Loyal
C014502,223,5,1698.2,2,3,3,At Risk
C014503,149,4,1854.9499999999998,2,2,3,At Risk
C014504,192,4,890.77,2,2,2,At Risk
C014505,301,1,298.25,1,1,1,At Risk
C014506,91,7,3476.9900000000002,3,5,5,Loyal
C014507,119,8,3698.44,3,5,5,Loyal
C014508,146,7,2627.08,2,5,4,At Risk
C014509,83,7,1440.97,3,5,3,Loyal
C014510,3,7,2010.0,5,5,4,VIP
C014511,115,5,2609.21,3,3,4,Loyal
C014512,123,3,497.27000000000004,3,2,1,Regular
C014513,105,4,3458.38,3,2,5,Regular
C014514,68,8,1595.4299999999998,4,5,3,VIP
C014515,76,8,1870.0,4,5,3,VIP
C014516,65,8,3623.24,4,5,5,VIP
C014517,116,4,507.62,3,2,1,Regular
C014518,10,3,795.1,5,2,1,Regular
C014519,292,5,1824.96,1,3,3,At Risk
C014520,47,3,897.5100000000001,4,2,2,Regular
C014521,130,8,3280.46,3,5,5,Loyal
C014522,46,3,1674.63,4,2,3,Regular
C014523,249,5,1059.37,1,3,2,At Risk
C014524,43,7,1692.83,4,5,3,VIP
C014525,288,2,1035.62,1,1,2,At Risk
C014526,30,8,1550.69,5,5,3,VIP
C014527,82,5,4713.780000000001,3,3,5,Loyal
C014528,391,5,3492.11,1,3,5,At Risk
C014529,198,2,309.35,2,1,1,At Risk
C014530,95,5,1919.34,3,3,3,Loyal
C014531,69,3,628.5400000000001,4,2,1,Regular
C014532,12,4,1673.7,5,2,3,Regular
C014533,226,5,1517.76,2,3,3,At Risk
C014534,62,5,2711.4900000000002,4,3,4,Loyal
C014535,124,5,2667.79,3,3,4,Loyal
C014536,88,3,966.45,3,2,2,Regular
C014537,178,6,1417.3200000000002,2,4,3,At Risk
C014538,167,4,921.53,2,2,2,At Risk
C014539,501,1,62.36,1,1,1,At Risk
C014540,138,8,2927.82,3,5,5,Loyal
C014541,118,4,829.72,3,2,1,Regular
C014542,306,3,906.55,1,2,2,At Risk
C014543,170,6,1746.5,2,4,3,At Risk
C014544,52,8,1896.48,4,5,3,VIP
C014545,316,3,1415.25,1,2,3,At Risk
C014546,225,6,3643.59,2,4,5,At Risk
C014547,24,6,1436.45,5,4,3,VIP
C014548,350,3,785.71,1,2,1,At Risk
C014549,64,7,3058.69,4,5,5,VIP
C014550,722,1,893.64,1,1,2,At Risk
C014551,216,2,520.1,2,1,1,At Risk
C014552,15,7,1839.8,5,5,3,VIP
C014553,222,4,1867.46,2,2,3,At Risk
C014554,3,7,2584.02,5,5,4,VIP
C014555,95,8,4541.96,3,5,5,Loyal
C014556,90,6,1722.64,3,4,3,Loyal
C014557,86,8,2280.0299999999997,3,5,4,Loyal
C014558,98,4,1419.21,3,2,3,Regular
C014559,306,2,370.91,1,1,1,At Risk
C014560,229,3,556.89,2,2,1,At Risk
C014561,97,5,1254.17,3,3,2,Loyal
C014562,143,4,649.39,2,2,1,At Risk
C014563,101,5,974.73,3,3,2,Loyal
C014564,174,4,1096.8200000000002,2,2,2,At Risk
C014565,87,4,396.68,3,2,1,Regular
C014566,288,4,1120.66,1,2,2,At Risk
C014567,333,5,1655.82,1,3,3,At Risk
C014568,109,5,1880.26,3,3,3,Loyal
C014569,109,6,2368.0,3,4,4,Loyal
C014570,124,9,3182.2,3,5,5,Loyal
C014571,198,6,2305.97,2,4,4,At Risk
C014572,58,2,837.35,4,1,1,Regular
C014573,76,9,3258.5,4,5,5,VIP
C014574,148,7,1948.36,2,5,4,At Risk
C014575,80,6,1612.92,3,4,3,Loyal
C014576,96,3,1014.66,3,2,2,Regular
C014577,21,8,4481.29,5,5,5,VIP
C014578,16,3,928.62,5,2,2,Regular
C014579,45,7,3946.84,4,5,5,VIP
C014580,32,3,733.9100000000001,5,2,1,Regular
C014581,486,3,1450.6399999999999,1,2,3,At Risk
C014582,13,7,3410.47,5,5,5,VIP
C014583,5,7,2996.62,5,5,5,VIP
C014584,468,3,1099.05,1,2,2,At Risk
C014585,65,4,886.3199999999999,4,2,2,Regular
C014586,142,3,675.9,2,2,1,At Risk
C014587,38,3,1313.68,4,2,2,Regular
C014588,88,2,1685.75,3,1,3,Regular
C014589,163,3,177.14,2,2,1,At Risk
C014590,397,3,1406.75,1,2,3,At Risk
C014591,24,8,2896.61,5,5,5,VIP
C014592,15,4,2953.75,5,2,5,Regular
C014593,236,8,1992.8600000000001,2,5,4,At Risk
C014594,438,3,707.98,1,2,1,At Risk
C014595,156,6,2648.65,2,4,4,At Risk
C014596,82,6,2531.85,3,4,4,Loyal
C014597,143,5,1392.8899999999999,2,3,3,At Risk
C014598,171,3,346.68,2,2,1,At Risk
C014599,13,6,2120.07,5,4,4,VIP
C014600,64,2,558.35,4,1,1,Regular
C014601,1,8,2446.1000000000004,5,5,4,VIP
C014602,185,2,958.36,2,1,2,At Risk
C014603,102,5,812.69,3,3,1,Loyal
C014604,213,5,1875.01,2,3,3,At Risk
C014605,83,7,1605.02,3,5,3,Loyal
C014606,364,3,555.94,1,2,1,At Risk
C014607,10,12,4079.58,5,5,5,VIP
C014608,113,8,3467.42,3,5,5,Loyal
C014609,107,5,776.8199999999999,3,3,1,Loyal
C014610,145,5,3412.44,2,3,5,At Risk
C014611,22,6,2736.71,5,4,5,VIP
C014612,102,8,4401.4,3,5,5,Loyal
C014613,29,8,2797.9,5,5,5,VIP
C014614,299,4,967.1700000000001,1,2,2,At Risk
C014615,51,4,590.98,4,2,1,Regular
C014616,23,4,1039.65,5,2,2,Regular
C014617,9,7,1214.06,5,5,2,VIP
C014618,60,6,3511.5499999999997,4,4,5,VIP
C014619,122,3,678.13,3,2,1,Regular
C014620,270,5,1190.22,1,3,2,At Risk
C014621,164,3,651.28,2,2,1,At Risk
C014622,71,4,1038.98,4,2,2,Regular
C014623,48,3,671.36,4,2,1,Regular
C014624,42,5,2993.42,4,3,5,Loyal
C014625,557,3,1115.43,1,2,2,At Risk
C014626,468,3,940.77,1,2,2,At Risk
C014627,71,5,2129.62,4,3,4,Loyal
C014628,14,6,1239.49,5,4,2,VIP
C014629,183,4,1484.97,2,2,3,At Risk
C014630,53,4,885.87,4,2,2,Regular
C014631,63,3,536.49,4,2,1,Regular
C014632,101,4,936.64,3,2,2,Regular
C014633,146,3,436.48,2,2,1,At Risk
C014634,19,6,2744.3,5,4,5,VIP
C014635,101,4,1211.6599999999999,3,2,2,Regular
C014636,58,6,1782.38,4,4,3,VIP
C014637,55,6,3614.6899999999996,4,4,5,VIP
C014638,347,3,621.6800000000001,1,2,1,At Risk
C014639,238,2,1060.3899999999999,2,1,2,At Risk
C014640,67,5,3201.62,4,3,5,Loyal
C014641,187,7,2054.6800000000003,2,5,4,At Risk
C014642,27,2,514.54,5,1,1,Regular
C014643,269,4,878.21,1,2,2,At Risk
C014644,7,9,3172.5,5,5,5,VIP
C014645,177,6,1532.5700000000002,2,4,3,At Risk
C014646,182,4,710.46,2,2,1,At Risk
C014647,11,5,3401.37,5,3,5,Loyal
C014648,121,4,2929.67,3,2,5,Regular
C014649,103,4,1483.55,3,2,3,Regular
C014650,151,5,676.2,2,3,1,At Risk
C014651,326,3,692.48,1,2,1,At Risk
C014652,371,2,570.54,1,1,1,At Risk
C014653,84,7,4077.85,3,5,5,Loyal
C014654,73,5,1808.09,4,3,3,Loyal
C014655,162,6,2745.22,2,4,5,At Risk
C014656,44,6,1360.63,4,4,2,VIP
C014657,227,4,1042.31,2,2,2,At Risk
C014658,155,4,1462.33,2,2,3,At Risk
C014659,208,2,1095.5,2,1,2,At Risk
C014660,66,7,2022.12,4,5,4,VIP
C014661,239,4,1951.27,2,2,4,At Risk
C014662,86,3,288.59000000000003,3,2,1,Regular
C014663,152,3,1400.01,2,2,3,At Risk
C014664,267,9,3739.7799999999997,1,5,5,At Risk
C014665,82,4,3090.63,3,2,5,Regular
C014666,234,6,1728.65,2,4,3,At Risk
C014667,106,1,34.64,3,1,1,Regular
C014668,79,6,1687.01,3,4,3,Loyal
C014669,155,4,747.4300000000001,2,2,1,At Risk
C014670,17,8,7179.5,5,5,5,VIP
C014671,131,6,3300.41,3,4,5,Loyal
C014672,174,3,1426.9499999999998,2,2,3,At Risk
C014673,319,6,1758.0,1,4,3,At Risk
C014674,291,6,3674.2400000000002,1,4,5,At Risk
C014675,143,5,1345.55,2,3,2,At Risk
C014676,192,7,2388.05,2,5,4,At Risk
C014677,211,5,1816.26,2,3,3,At Risk
C014678,116,4,1337.34,3,2,2,Regular
C014679,141,4,1175.96,2,2,2,At Risk
C014680,132,1,848.49,3,1,2,Regular
C014681,110,3,1515.75,3,2,3,Regular
C014682,165,6,2431.16,2,4,4,At Risk
C014683,178,3,956.92,2,2,2,At Risk
C014684,144,4,1522.81,2,2,3,At Risk
C014685,288,3,1352.41,1,2,2,At Risk
C014686,112,7,2693.16,3,5,4,Loyal
C014687,32,4,694.3399999999999,5,2,1,Regular
C014688,308,5,997.05,1,3,2,At Risk
C014689,350,1,61.66,1,1,1,At Risk
C014690,23,5,1875.65,5,3,3,Loyal
C014691,71,11,3841.08,4,5,5,VIP
C014692,509,1,286.68,1,1,1,At Risk
C014693,38,8,2830.04,4,5,5,VIP
C014694,148,7,4218.47,2,5,5,At Risk
C014695,209,2,536.28,2,1,1,At Risk
C014696,176,3,1295.31,2,2,2,At Risk
C014697,62,4,3003.09,4,2,5,Regular
C014698,179,3,915.76,2,2,2,At Risk
C014699,22,5,3134.01,5,3,5,Loyal
C014700,37,6,2637.57,4,4,4,VIP
C014701,325,4,1939.9499999999998,1,2,4,At Risk
C014702,275,4,1203.74,1,2,2,At Risk
C014703,65,5,1248.24,4,3,2,Loyal
C014704,94,7,4537.04,3,5,5,Loyal
C014705,512,2,349.70000000000005,1,1,1,At Risk
C014706,42,10,3336.31,4,5,5,VIP
C014707,101,10,4433.13,3,5,5,Loyal
C014708,141,5,2335.73,2,3,4,At Risk
C014709,132,5,1072.56,3,3,2,Loyal
C014710,60,4,786.37,4,2,1,Regular
C014711,295,5,1168.16,1,3,2,At Risk
C014712,299,3,503.91999999999996,1,2,1,At Risk
C014714,48,5,1814.5,4,3,3,Loyal
C014715,181,9,2515.4,2,5,4,At Risk
C014716,58,9,3924.0099999999998,4,5,5,VIP
C014717,76,7,4464.45,4,5,5,VIP
C014718,7,9,3915.66,5,5,5,VIP
C014720,371,2,943.71,1,1,2,At Risk
C014721,350,3,1975.1399999999999,1,2,4,At Risk
C014722,209,5,2786.25,2,3,5,At Risk
C014723,24,8,2689.48,5,5,4,VIP
C014724,101,2,196.74,3,1,1,Regular
C014725,279,4,2185.66,1,2,4,At Risk
C014726,29,6,4067.69,5,4,5,VIP
C014727,111,5,631.6899999999999,3,3,1,Loyal
C014728,24,8,2497.35,5,5,4,VIP
C014729,23,2,671.85,5,1,1,Regular
C014730,174,5,1150.15,2,3,2,At Risk
C014731,166,5,673.58,2,3,1,At Risk
C014732,106,4,2676.21,3,2,4,Regular
C014733,42,4,453.57,4,2,1,Regular
C014734,58,2,1417.88,4,1,3,Regular
C014735,156,6,2056.8,2,4,4,At Risk
C014736,115,4,2710.21,3,2,4,Regular
C014737,45,6,2316.7400000000002,4,4,4,VIP
C014738,94,4,1004.49,3,2,2,Regular
C014739,139,5,839.9,2,3,1,At Risk
C014740,212,4,1985.1299999999999,2,2,4,At Risk
C014741,187,5,2705.0299999999997,2,3,4,At Risk
C014742,101,7,1147.71,3,5,2,Loyal
C014743,51,7,4598.42,4,5,5,VIP
C014744,21,5,1459.43,5,3,3,Loyal
C014745,195,5,1762.35,2,3,3,At Risk
C014746,185,1,71.02,2,1,1,At Risk
C014747,110,7,2388.84,3,5,4,Loyal
C014748,39,3,2328.76,4,2,4,Regular
C014749,235,3,908.87,2,2,2,At Risk
C014750,78,3,443.51,3,2,1,Regular
C014751,353,3,922.19,1,2,2,At Risk
C014752,322,4,2007.8600000000001,1,2,4,At Risk
C014753,165,2,358.01,2,1,1,At Risk
C014754,190,6,1317.41,2,4,2,At Risk
C014755,310,3,845.7,1,2,1,At Risk
C014756,33,5,2572.3900000000003,5,3,4,Loyal
C014757,90,1,135.1,3,1,1,Regular
C014758,4,6,1547.09,5,4,3,VIP
