customer_id,TotalRevenue,AverageOrderValue,PurchaseFrequency,CLV
C018673,1864.88,372.976,5,1864.88
C019203,1864.83,372.966,5,1864.83
C001898,1864.53,621.51,3,1864.53
C021636,1864.47,466.1175,4,1864.47
C000914,1864.42,621.4733333333334,3,1864.42
C024848,1864.1100000000001,621.37,3,1864.1100000000001
C009895,1863.89,931.945,2,1863.89
C002887,1863.77,372.754,5,1863.77
C008133,1863.69,372.738,5,1863.69
C021400,1863.69,621.23,3,1863.69
C024316,1863.67,465.9175,4,1863.67
C019233,1863.62,310.6033333333333,6,1863.62
C010394,1863.54,266.21999999999997,7,1863.5399999999997
C001108,1863.45,465.8625,4,1863.45
C008560,1863.3600000000001,372.672,5,1863.3600000000001
C020543,1863.36,372.67199999999997,5,1863.36
C020186,1863.2,372.64,5,1863.1999999999998
C000354,1863.0,931.5,2,1863.0
C006630,1862.97,372.594,5,1862.97
C015266,1862.5,232.8125,8,1862.5
C014217,1862.3700000000001,372.47400000000005,5,1862.3700000000003
C013623,1862.2,372.44,5,1862.2
C023470,1862.19,465.5475,4,1862.19
C012384,1862.03,372.406,5,1862.03
C000431,1862.0,372.4,5,1862.0
C023083,1861.85,372.37,5,1861.85
C009069,1861.78,372.356,5,1861.78
C022963,1861.61,265.9442857142857,7,1861.6099999999997
C003540,1861.38,465.345,4,1861.38
C004933,1861.35,265.90714285714284,7,1861.35
C014040,1861.33,372.26599999999996,5,1861.33
C018950,1861.1599999999999,465.28999999999996,4,1861.1599999999999
C008416,1860.85,465.2125,4,1860.85
C019579,1860.6999999999998,465.17499999999995,4,1860.6999999999998
C006718,1860.66,372.132,5,1860.66
C000307,1860.55,465.1375,4,1860.55
C018381,1860.3700000000001,620.1233333333333,3,1860.37
C016807,1860.3500000000001,310.05833333333334,6,1860.35
C020392,1860.14,206.68222222222224,9,1860.14
C018144,1860.04,310.00666666666666,6,1860.04
C010005,1859.99,232.49875,8,1859.99
C004523,1859.98,371.996,5,1859.98
C018900,1859.91,265.7014285714286,7,1859.9100000000003
C016124,1859.8,232.475,8,1859.8
C009604,1859.66,309.9433333333333,6,1859.6599999999999
C010354,1859.35,464.8375,4,1859.35
C018853,1859.25,265.60714285714283,7,1859.2499999999998
C018771,1859.1,371.82,5,1859.1
C011585,1858.91,309.8183333333333,6,1858.9099999999999
C017046,1858.87,464.7175,4,1858.87
C024450,1858.56,265.50857142857143,7,1858.56
C003129,1858.42,309.7366666666667,6,1858.42
C001325,1858.35,265.4785714285714,7,1858.35
C001785,1858.0900000000001,309.6816666666667,6,1858.0900000000001
C003799,1857.9,464.475,4,1857.9
C013503,1857.83,371.566,5,1857.83
C024049,1857.79,464.4475,4,1857.79
C005592,1857.78,464.445,4,1857.78
C009216,1857.28,371.456,5,1857.2800000000002
C009031,1856.8200000000002,265.26000000000005,7,1856.8200000000004
C024107,1856.5,371.3,5,1856.5
C017427,1856.4299999999998,464.10749999999996,4,1856.4299999999998
C023598,1856.26,618.7533333333333,3,1856.26
C001385,1856.03,464.0075,4,1856.03
C010709,1855.83,463.9575,4,1855.83
C012425,1855.77,309.295,6,1855.77
C003267,1855.62,309.27,6,1855.62
C016057,1855.2,265.0285714285714,7,1855.1999999999998
C014503,1854.9499999999998,463.73749999999995,4,1854.9499999999998
C002529,1854.8400000000001,927.4200000000001,2,1854.8400000000001
C019286,1854.73,927.365,2,1854.73
C008741,1854.62,264.94571428571425,7,1854.6199999999997
C024893,1854.52,370.904,5,1854.52
C002407,1854.31,231.78875,8,1854.31
C016035,1854.2400000000002,463.56000000000006,4,1854.2400000000002
C011409,1854.15,370.83000000000004,5,1854.15
C006330,1853.82,370.764,5,1853.8200000000002
C022910,1853.8,463.45,4,1853.8
C021627,1853.72,308.9533333333333,6,1853.7199999999998
C022097,1853.6100000000001,370.72200000000004,5,1853.6100000000001
C002656,1853.53,617.8433333333334,3,1853.5300000000002
C023842,1853.32,308.88666666666666,6,1853.32
C014170,1853.1100000000001,463.27750000000003,4,1853.1100000000001
C020844,1852.9,370.58000000000004,5,1852.9
C005120,1852.69,463.1725,4,1852.69
C009836,1852.3400000000001,370.468,5,1852.3400000000001
C002536,1852.05,926.025,2,1852.05
C011073,1851.8400000000001,370.36800000000005,5,1851.8400000000001
C010919,1851.82,462.955,4,1851.82
C012048,1851.82,617.2733333333333,3,1851.82
C015251,1851.71,462.9275,4,1851.71
C002618,1851.5700000000002,370.314,5,1851.5700000000002
C020977,1851.51,308.585,6,1851.5099999999998
C010570,1851.48,370.296,5,1851.48
C012418,1850.7399999999998,264.39142857142855,7,1850.7399999999998
C008434,1850.67,462.6675,4,1850.67
C021109,1850.65,462.6625,4,1850.65
C011172,1850.43,231.30375,8,1850.43
C010758,1850.01,308.335,6,1850.0099999999998
C020380,1849.96,308.32666666666665,6,1849.96
C006324,1849.9499999999998,264.2785714285714,7,1849.9499999999998
C018995,1849.54,462.385,4,1849.54
C007348,1849.51,308.25166666666667,6,1849.51
C000952,1849.48,231.185,8,1849.48
C010780,1849.44,308.24,6,1849.44
C005035,1849.14,231.1425,8,1849.14
C010452,1848.58,924.29,2,1848.58
C011796,1848.44,462.11,4,1848.44
C020574,1848.4099999999999,369.68199999999996,5,1848.4099999999999
C022417,1848.3899999999999,369.678,5,1848.3899999999999
C022243,1848.1999999999998,924.0999999999999,2,1848.1999999999998
C010700,1848.12,616.04,3,1848.12
C023854,1848.09,308.015,6,1848.09
C002743,1848.07,462.0175,4,1848.07
C024600,1848.05,462.0125,4,1848.05
C007251,1847.8899999999999,615.9633333333333,3,1847.8899999999999
C006010,1847.74,263.96285714285716,7,1847.7400000000002
C009821,1847.5900000000001,461.89750000000004,4,1847.5900000000001
C022622,1847.5900000000001,307.9316666666667,6,1847.5900000000001
C019040,1847.06,307.8433333333333,6,1847.06
C016744,1846.78,307.7966666666667,6,1846.7800000000002
C015926,1846.7799999999997,369.35599999999994,5,1846.7799999999997
C000165,1846.21,369.242,5,1846.21
C006320,1846.13,369.226,5,1846.13
C021853,1846.02,369.204,5,1846.02
C022163,1845.87,369.174,5,1845.87
C013208,1845.77,615.2566666666667,3,1845.77
C020511,1845.31,263.61571428571426,7,1845.31
C013607,1845.3,263.6142857142857,7,1845.3
C019050,1845.0900000000001,615.0300000000001,3,1845.0900000000001
C011469,1844.97,263.56714285714287,7,1844.97
C004514,1844.94,263.5628571428571,7,1844.9399999999998
C006022,1844.44,307.4066666666667,6,1844.44
C006965,1844.33,368.866,5,1844.33
C020285,1844.0,307.3333333333333,6,1844.0
C000168,1843.93,368.786,5,1843.93
C011412,1843.9,263.4142857142857,7,1843.9
C000575,1843.8600000000001,460.96500000000003,4,1843.8600000000001
C023844,1843.1399999999999,184.314,10,1843.1399999999999
C009474,1843.03,368.606,5,1843.03
C002973,1842.81,368.562,5,1842.81
C020023,1842.78,307.13,6,1842.78
C018283,1842.5,204.72222222222223,9,1842.5
C003201,1842.48,368.496,5,1842.48
C006678,1842.48,307.08,6,1842.48
C011577,1842.3500000000001,460.58750000000003,4,1842.3500000000001
C000775,1842.16,307.0266666666667,6,1842.1600000000003
C005977,1842.15,307.02500000000003,6,1842.15
C021789,1842.12,230.265,8,1842.12
C018569,1842.1,368.41999999999996,5,1842.1
C008788,1842.0100000000002,368.40200000000004,5,1842.0100000000002
C018025,1841.88,368.37600000000003,5,1841.88
C019685,1841.49,368.298,5,1841.49
C008320,1841.42,368.284,5,1841.42
C003973,1841.31,613.77,3,1841.31
C019182,1841.11,230.13875,8,1841.11
C007372,1841.02,306.83666666666664,6,1841.02
C020316,1840.84,460.21,4,1840.84
C000503,1840.77,306.795,6,1840.77
C014963,1840.38,460.095,4,1840.38
C014895,1840.37,306.7283333333333,6,1840.37
C013045,1840.3400000000001,306.72333333333336,6,1840.3400000000001
C011505,1840.33,306.72166666666664,6,1840.33
C008549,1840.26,613.42,3,1840.2599999999998
C012920,1840.22,306.7033333333333,6,1840.2199999999998
C005407,1839.93,306.65500000000003,6,1839.9300000000003
C006557,1839.9,613.3000000000001,3,1839.9
C014552,1839.8,262.8285714285714,7,1839.8
C011167,1839.72,459.93,4,1839.72
C004888,1839.7,306.6166666666667,6,1839.7
C000607,1839.47,306.5783333333333,6,1839.4699999999998
C005238,1839.47,306.5783333333333,6,1839.4699999999998
C011120,1839.4,367.88,5,1839.4
C004393,1839.3799999999999,367.876,5,1839.3799999999999
C000125,1839.1799999999998,262.73999999999995,7,1839.1799999999996
C020569,1838.94,367.788,5,1838.94
C001150,1838.92,612.9733333333334,3,1838.92
C008096,1838.67,306.445,6,1838.67
C016689,1838.4699999999998,459.61749999999995,4,1838.4699999999998
C016574,1838.44,367.688,5,1838.44
C003236,1838.3899999999999,306.3983333333333,6,1838.3899999999999
C013218,1838.06,367.61199999999997,5,1838.06
C003802,1837.95,262.56428571428575,7,1837.9500000000003
C009901,1837.84,459.46,4,1837.84
C019522,1837.82,306.30333333333334,6,1837.8200000000002
C007410,1837.8200000000002,367.564,5,1837.8200000000002
C003354,1837.8,459.45,4,1837.8
C010217,1837.76,367.552,5,1837.7600000000002
C009091,1837.73,229.71625,8,1837.73
C011297,1837.6200000000001,459.40500000000003,4,1837.6200000000001
C022713,1837.48,229.685,8,1837.48
C017257,1837.46,306.24333333333334,6,1837.46
C010220,1837.35,918.675,2,1837.35
C010690,1837.24,262.46285714285716,7,1837.2400000000002
C018688,1837.01,459.2525,4,1837.01
C018859,1836.9899999999998,367.39799999999997,5,1836.9899999999998
C023498,1836.98,459.245,4,1836.98
C007726,1836.96,459.24,4,1836.96
C007907,1836.85,204.09444444444443,9,1836.85
C020103,1836.77,204.08555555555554,9,1836.77
C003083,1836.4099999999999,204.04555555555555,9,1836.4099999999999
C000741,1835.95,458.9875,4,1835.95
C011188,1835.9,458.975,4,1835.9
C008097,1835.48,458.87,4,1835.48
C015226,1835.3400000000001,367.06800000000004,5,1835.3400000000001
C007667,1835.22,367.044,5,1835.2199999999998
C008585,1835.09,367.018,5,1835.09
C013379,1835.04,305.84,6,1835.04
C019537,1835.0300000000002,458.75750000000005,4,1835.0300000000002
C010145,1834.92,366.98400000000004,5,1834.92
C016271,1834.91,305.8183333333333,6,1834.9099999999999
C018528,1834.9,458.725,4,1834.9
C014284,1834.89,229.36125,8,1834.89
C004478,1834.7,611.5666666666667,3,1834.7000000000003
C008014,1834.6299999999999,305.77166666666665,6,1834.6299999999999
C006629,1834.1100000000001,229.26375000000002,8,1834.1100000000001
C001866,1834.08,305.68,6,1834.08
C008874,1834.03,305.6716666666667,6,1834.0300000000002
C014246,1833.99,305.665,6,1833.9900000000002
C019618,1833.84,458.46,4,1833.84
C018258,1833.46,366.692,5,1833.46
C006307,1833.45,611.15,3,1833.4499999999998
C000526,1833.25,305.5416666666667,6,1833.25
C019409,1833.15,458.2875,4,1833.15
C006002,1832.8,458.2,4,1832.8
C005954,1832.7700000000002,458.19250000000005,4,1832.7700000000002
C021864,1832.69,305.4483333333333,6,1832.69
C015941,1832.69,610.8966666666666,3,1832.69
C017033,1832.29,305.38166666666666,6,1832.29
C021835,1832.17,458.0425,4,1832.17
C020993,1832.04,261.71999999999997,7,1832.0399999999997
C017857,1831.9,305.31666666666666,6,1831.9
C008272,1831.19,457.7975,4,1831.19
C006713,1831.1100000000001,305.185,6,1831.1100000000001
C002869,1831.1,305.18333333333334,6,1831.1
C000923,1831.05,915.525,2,1831.05
C011484,1830.92,457.73,4,1830.92
C019546,1830.92,366.184,5,1830.92
C008105,1830.82,305.13666666666666,6,1830.82
C005944,1830.6899999999998,457.67249999999996,4,1830.6899999999998
C018812,1830.54,457.635,4,1830.54
C016136,1830.4199999999998,366.08399999999995,5,1830.4199999999996
C007320,1830.3899999999999,305.065,6,1830.3899999999999
C015657,1830.01,366.002,5,1830.01
C015580,1830.01,915.005,2,1830.01
C010516,1829.95,304.9916666666667,6,1829.95
C015741,1829.8899999999999,914.9449999999999,2,1829.8899999999999
C000602,1829.62,609.8733333333333,3,1829.62
C022210,1829.52,261.36,7,1829.52
C014289,1829.45,304.90833333333336,6,1829.4500000000003
C021511,1829.29,365.858,5,1829.29
C020764,1829.2,304.8666666666667,6,1829.2
C016569,1829.2,304.8666666666667,6,1829.2
C007405,1829.19,914.595,2,1829.19
C013531,1829.1000000000001,261.3,7,1829.1000000000001
C022324,1829.06,304.8433333333333,6,1829.06
C007628,1829.0,304.8333333333333,6,1829.0
C012773,1828.99,304.83166666666665,6,1828.9899999999998
C002497,1828.98,304.83,6,1828.98
C002976,1828.98,609.66,3,1828.98
C021015,1828.96,304.82666666666665,6,1828.96
C018666,1828.8600000000001,304.81,6,1828.8600000000001
C010405,1828.85,304.80833333333334,6,1828.85
C010378,1828.79,457.1975,4,1828.79
C003031,1828.43,365.68600000000004,5,1828.4300000000003
C016879,1828.07,304.67833333333334,6,1828.0700000000002
C021190,1828.06,457.015,4,1828.06
C018789,1827.96,365.592,5,1827.96
C021437,1827.96,365.592,5,1827.96
C004735,1827.51,261.0728571428571,7,1827.5099999999998
C020730,1827.5,228.4375,8,1827.5
C002430,1827.26,304.54333333333335,6,1827.2600000000002
C005949,1827.2,913.6,2,1827.2
C003597,1827.16,365.432,5,1827.16
C013217,1827.05,304.5083333333333,6,1827.05
C023741,1826.79,456.6975,4,1826.79
C001133,1826.19,365.238,5,1826.19
C007492,1826.1100000000001,608.7033333333334,3,1826.1100000000001
C020224,1825.85,260.8357142857143,7,1825.85
C016110,1825.71,365.142,5,1825.71
C009712,1825.57,304.26166666666666,6,1825.57
C002475,1825.55,456.3875,4,1825.55
C020603,1825.54,456.385,4,1825.54
C018058,1825.3200000000002,365.064,5,1825.3200000000002
C000639,1825.27,304.21166666666664,6,1825.27
C022499,1825.1,304.18333333333334,6,1825.1
C014519,1824.96,364.992,5,1824.96
C021505,1824.86,364.972,5,1824.86
C013347,1824.8200000000002,364.96400000000006,5,1824.8200000000002
C010274,1824.7800000000002,304.13000000000005,6,1824.7800000000002
C022774,1824.71,456.1775,4,1824.71
C006726,1824.65,364.93,5,1824.65
C018450,1824.46,304.07666666666665,6,1824.46
C022089,1824.25,364.85,5,1824.25
C016259,1824.1899999999998,304.03166666666664,6,1824.1899999999998
C003487,1824.15,456.0375,4,1824.15
C024122,1824.14,304.02333333333337,6,1824.1400000000003
C020677,1824.11,364.822,5,1824.1100000000001
C014150,1824.1,456.025,4,1824.1
C007109,1824.07,608.0233333333333,3,1824.07
C021936,1823.73,260.53285714285715,7,1823.73
C011382,1823.51,364.702,5,1823.51
C013883,1823.25,455.8125,4,1823.25
C015971,1823.12,455.78,4,1823.12
C015675,1823.12,260.44571428571425,7,1823.1199999999997
C011495,1822.94,303.8233333333333,6,1822.94
C020501,1822.93,607.6433333333333,3,1822.9299999999998
C009887,1822.9099999999999,364.582,5,1822.9099999999999
C008734,1822.53,455.6325,4,1822.53
C008442,1822.48,364.496,5,1822.48
C016810,1822.37,455.5925,4,1822.37
C010673,1822.3,364.46,5,1822.3
C003538,1822.14,455.535,4,1822.14
C014485,1822.1,303.68333333333334,6,1822.1
C020240,1822.08,607.36,3,1822.08
C015853,1822.0,303.6666666666667,6,1822.0
C017433,1821.98,303.66333333333336,6,1821.98
C003423,1821.6299999999999,607.2099999999999,3,1821.6299999999997
C022686,1821.58,364.316,5,1821.58
C015064,1821.56,455.39,4,1821.56
C023411,1821.54,364.308,5,1821.54
C002634,1821.15,455.2875,4,1821.15
C009372,1821.04,455.26,4,1821.04
C017327,1820.9,364.18,5,1820.9
C018573,1820.75,364.15,5,1820.75
C004804,1820.62,303.43666666666667,6,1820.62
C005591,1820.44,364.088,5,1820.44
C013145,1820.19,455.0475,4,1820.19
C020882,1820.1599999999999,260.0228571428571,7,1820.1599999999999
C016400,1820.1000000000001,227.51250000000002,8,1820.1000000000001
C006107,1820.06,364.012,5,1820.06
C023377,1819.86,303.31,6,1819.8600000000001
C012322,1819.77,259.96714285714285,7,1819.77
C021369,1819.62,303.27,6,1819.62
C001665,1819.54,909.77,2,1819.54
C020855,1819.53,363.906,5,1819.53
C022456,1819.52,227.44,8,1819.52
C002140,1819.41,303.235,6,1819.41
C000567,1819.4099999999999,303.23499999999996,6,1819.4099999999999
C020995,1819.36,363.87199999999996,5,1819.3599999999997
C024724,1819.3500000000001,227.41875000000002,8,1819.3500000000001
C019171,1819.33,606.4433333333333,3,1819.33
C005460,1819.29,606.43,3,1819.29
C019778,1819.21,363.842,5,1819.21
C016163,1819.1100000000001,363.822,5,1819.1100000000001
C000094,1818.94,363.788,5,1818.94
C015890,1818.94,454.735,4,1818.94
C020348,1818.8,606.2666666666667,3,1818.8
C013544,1818.3999999999999,606.1333333333333,3,1818.4
C018430,1818.08,303.0133333333333,6,1818.08
C000662,1818.0,363.6,5,1818.0
C023596,1818.0,303.0,6,1818.0
C021308,1817.76,454.44,4,1817.76
C013704,1817.37,363.474,5,1817.37
C009064,1817.25,302.875,6,1817.25
C009948,1816.8400000000001,363.36800000000005,5,1816.8400000000001
C023113,1816.8,363.36,5,1816.8000000000002
C022269,1816.79,605.5966666666667,3,1816.79
C024767,1816.73,363.346,5,1816.73
C001746,1816.66,363.332,5,1816.6599999999999
C019397,1816.63,259.5185714285714,7,1816.6299999999999
C007058,1816.38,454.095,4,1816.38
C014677,1816.26,363.252,5,1816.26
C023059,1816.25,363.25,5,1816.25
C017547,1816.21,363.242,5,1816.21
C023267,1816.1699999999998,363.234,5,1816.1699999999998
C023161,1816.1100000000001,302.685,6,1816.1100000000001
C001416,1816.0900000000001,259.4414285714286,7,1816.0900000000004
C003510,1815.94,605.3133333333334,3,1815.94
C021626,1815.65,453.9125,4,1815.65
C022518,1815.63,363.12600000000003,5,1815.63
C023067,1815.58,363.116,5,1815.58
C018502,1815.52,302.58666666666664,6,1815.52
C013322,1815.45,302.575,6,1815.4499999999998
C017704,1815.44,453.86,4,1815.44
C018891,1815.3899999999999,363.078,5,1815.3899999999999
C009606,1815.26,363.052,5,1815.2600000000002
C003445,1815.21,302.535,6,1815.21
C011497,1815.19,453.7975,4,1815.19
C010889,1815.1599999999999,453.78999999999996,4,1815.1599999999999
C019605,1815.0900000000001,453.77250000000004,4,1815.0900000000001
C019806,1815.03,226.87875,8,1815.03
C014484,1814.99,453.7475,4,1814.99
C003794,1814.9099999999999,201.65666666666664,9,1814.9099999999999
C012312,1814.8899999999999,907.4449999999999,2,1814.8899999999999
C007080,1814.8,362.96,5,1814.8
C014714,1814.5,362.9,5,1814.5
C007193,1814.41,302.4016666666667,6,1814.4100000000003
C000583,1814.19,362.838,5,1814.19
C011679,1814.1799999999998,302.3633333333333,6,1814.1799999999998
C016651,1814.01,453.5025,4,1814.01
C014317,1813.98,604.66,3,1813.98
C021920,1813.49,604.4966666666667,3,1813.49
C005907,1813.1699999999998,604.39,3,1813.17
C016015,1813.11,259.0157142857143,7,1813.1100000000001
C006801,1812.98,362.596,5,1812.98
C011811,1812.8600000000001,226.60750000000002,8,1812.8600000000001
C018093,1812.1599999999999,453.03999999999996,4,1812.1599999999999
C004539,1811.81,362.36199999999997,5,1811.81
C020875,1811.8,301.96666666666664,6,1811.7999999999997
C002888,1811.7,362.34000000000003,5,1811.7000000000003
C011490,1811.68,362.336,5,1811.68
C020678,1811.4299999999998,362.28599999999994,5,1811.4299999999998
C011029,1810.62,362.12399999999997,5,1810.62
C016478,1810.6,362.12,5,1810.6
C007796,1810.55,301.7583333333333,6,1810.55
C015806,1810.42,452.605,4,1810.42
C015958,1810.3899999999999,258.6271428571428,7,1810.3899999999996
C014463,1810.25,362.05,5,1810.25
C018609,1810.19,301.6983333333333,6,1810.19
C015454,1810.19,452.5475,4,1810.19
C000976,1810.14,452.535,4,1810.14
C017078,1810.06,452.515,4,1810.06
C015791,1810.02,362.004,5,1810.02
C012052,1809.8899999999999,301.6483333333333,6,1809.8899999999999
C014845,1809.7,301.6166666666667,6,1809.7
C018643,1809.6100000000001,603.2033333333334,3,1809.6100000000001
C015566,1809.45,603.15,3,1809.4499999999998
C004779,1809.45,603.15,3,1809.4499999999998
C023893,1809.4299999999998,258.48999999999995,7,1809.4299999999996
C021533,1809.25,226.15625,8,1809.25
C011952,1809.22,452.305,4,1809.22
C009308,1809.12,301.52,6,1809.12
C004582,1809.07,603.0233333333333,3,1809.07
C024972,1809.03,452.2575,4,1809.03
C005489,1808.81,452.2025,4,1808.81
C014938,1808.81,361.762,5,1808.81
C020459,1808.81,602.9366666666666,3,1808.81
C007996,1808.68,904.34,2,1808.68
C006997,1808.55,301.425,6,1808.5500000000002
C004907,1808.3,452.075,4,1808.3
C014654,1808.09,361.618,5,1808.09
C020953,1808.0700000000002,301.345,6,1808.0700000000002
C005152,1808.06,258.2942857142857,7,1808.06
C003412,1807.8,361.56,5,1807.8
C003161,1807.69,301.2816666666667,6,1807.69
C020551,1807.51,301.25166666666667,6,1807.51
C013642,1807.47,602.49,3,1807.47
C011471,1807.46,258.2085714285714,7,1807.46
C000192,1807.43,361.486,5,1807.4299999999998
C007013,1807.42,361.48400000000004,5,1807.42
C013087,1807.38,451.845,4,1807.38
C017506,1807.29,451.8225,4,1807.29
C001225,1807.24,301.20666666666665,6,1807.2399999999998
C017628,1807.0500000000002,361.41,5,1807.0500000000002
C024668,1807.05,301.175,6,1807.0500000000002
C005026,1806.79,361.358,5,1806.79
C016073,1806.67,361.334,5,1806.67
C021906,1806.66,225.8325,8,1806.66
C018035,1806.62,258.0885714285714,7,1806.62
C021252,1806.54,301.09,6,1806.54
C012754,1806.4099999999999,301.0683333333333,6,1806.4099999999999
C014842,1806.28,301.0466666666667,6,1806.2800000000002
C001233,1806.11,301.0183333333333,6,1806.11
C005816,1805.8899999999999,257.9842857142857,7,1805.8899999999999
C018821,1805.78,225.7225,8,1805.78
C001257,1805.72,300.9533333333333,6,1805.7199999999998
C009654,1805.43,300.90500000000003,6,1805.4300000000003
C003908,1805.43,225.67875,8,1805.43
C002096,1805.15,225.64375,8,1805.15
C008694,1804.9099999999999,451.22749999999996,4,1804.9099999999999
C014118,1804.89,601.63,3,1804.8899999999999
C020884,1804.64,451.16,4,1804.64
C012258,1804.4099999999999,300.73499999999996,6,1804.4099999999999
C014854,1804.37,360.87399999999997,5,1804.37
C008862,1804.25,451.0625,4,1804.25
C022134,1804.13,601.3766666666667,3,1804.13
C020847,1804.1,300.68333333333334,6,1804.1
C004664,1804.06,360.812,5,1804.06
C005495,1804.04,257.71999999999997,7,1804.0399999999997
C009808,1803.8,601.2666666666667,3,1803.8
C018128,1803.43,450.8575,4,1803.43
C000019,1803.39,601.13,3,1803.3899999999999
C017287,1803.1,300.51666666666665,6,1803.1
C019489,1802.9699999999998,600.9899999999999,3,1802.9699999999998
C017917,1802.92,901.46,2,1802.92
C020799,1802.8600000000001,257.5514285714286,7,1802.8600000000001
C003964,1802.8,300.46666666666664,6,1802.7999999999997
C014353,1802.72,360.544,5,1802.7199999999998
C010302,1802.33,450.5825,4,1802.33
C015506,1802.2299999999998,257.46142857142854,7,1802.2299999999998
C010609,1802.16,360.432,5,1802.16
C023956,1802.01,257.43,7,1802.01
C014490,1801.8899999999999,360.378,5,1801.8899999999999
C005535,1801.48,600.4933333333333,3,1801.48
C008326,1801.35,225.16875,8,1801.35
C005000,1801.33,300.22166666666664,6,1801.33
C019028,1801.27,450.3175,4,1801.27
C004242,1801.19,300.1983333333333,6,1801.19
C003237,1801.09,450.2725,4,1801.09
C022068,1801.0,360.2,5,1801.0
C023335,1800.7399999999998,300.1233333333333,6,1800.7399999999998
C022167,1800.6999999999998,450.17499999999995,4,1800.6999999999998
C004197,1800.54,300.09,6,1800.54
C006368,1800.3899999999999,450.09749999999997,4,1800.3899999999999
C005754,1800.21,360.04200000000003,5,1800.21
C008450,1800.2,900.1,2,1800.2
C004836,1800.1,360.02,5,1800.1
C022445,1799.71,449.9275,4,1799.71
C003378,1799.59,299.9316666666667,6,1799.5900000000001
C021673,1799.57,257.08142857142855,7,1799.5699999999997
C000049,1799.4,359.88,5,1799.4
C009235,1799.28,359.856,5,1799.28
C003364,1799.13,599.71,3,1799.13
C008407,1799.1,359.82,5,1799.1
C021279,1799.0700000000002,299.845,6,1799.0700000000002
C023204,1799.05,359.81,5,1799.05
C010454,1799.03,449.7575,4,1799.03
C021665,1798.58,299.7633333333333,6,1798.58
C021347,1798.4299999999998,224.80374999999998,8,1798.4299999999998
C011524,1798.37,449.5925,4,1798.37
C011125,1798.25,449.5625,4,1798.25
C015160,1798.1999999999998,359.64,5,1798.1999999999998
C005962,1798.1599999999999,359.63199999999995,5,1798.1599999999999
C022424,1797.8400000000001,359.56800000000004,5,1797.8400000000001
C015537,1797.7,449.425,4,1797.7
C023661,1797.42,359.48400000000004,5,1797.42
C004321,1797.36,449.34,4,1797.36
C002583,1797.08,299.5133333333333,6,1797.08
C004925,1797.04,898.52,2,1797.04
C003029,1797.02,449.255,4,1797.02
C008514,1796.96,359.392,5,1796.96
C008448,1796.93,449.2325,4,1796.93
C020290,1796.81,359.36199999999997,5,1796.81
C019675,1796.65,224.58125,8,1796.65
C021222,1796.36,598.7866666666666,3,1796.36
C022076,1796.33,299.3883333333333,6,1796.33
C005780,1796.19,359.238,5,1796.19
C001444,1796.16,359.232,5,1796.16
C000249,1796.03,256.5757142857143,7,1796.0300000000002
C017593,1795.92,598.64,3,1795.92
C008683,1795.91,359.182,5,1795.91
C024243,1795.8899999999999,897.9449999999999,2,1795.8899999999999
C011256,1795.73,359.146,5,1795.73
C018221,1795.68,598.5600000000001,3,1795.6800000000003
C006491,1795.62,359.12399999999997,5,1795.62
C024890,1795.6,299.26666666666665,6,1795.6
C021080,1795.5900000000001,359.11800000000005,5,1795.5900000000001
C010948,1795.44,299.24,6,1795.44
C021245,1795.3899999999999,299.2316666666666,6,1795.3899999999999
C016953,1795.3899999999999,359.078,5,1795.3899999999999
C010189,1795.3899999999999,256.4842857142857,7,1795.3899999999999
C011190,1795.33,359.066,5,1795.33
C013061,1795.22,359.044,5,1795.2199999999998
C005025,1795.1100000000001,359.02200000000005,5,1795.1100000000001
C023968,1794.97,299.1616666666667,6,1794.9700000000003
C010435,1794.8799999999999,299.14666666666665,6,1794.8799999999999
C018780,1794.8400000000001,224.35500000000002,8,1794.8400000000001
C010476,1794.49,358.898,5,1794.4900000000002
C010797,1794.29,299.04833333333335,6,1794.29
C013341,1794.0800000000002,358.81600000000003,5,1794.0800000000002
C016127,1793.94,448.485,4,1793.94
C020761,1793.6100000000001,224.20125000000002,8,1793.6100000000001
C009295,1793.5,358.7,5,1793.5
C014349,1793.4,298.90000000000003,6,1793.4
C000449,1793.3899999999999,298.8983333333333,6,1793.3899999999999
C019267,1793.35,448.3375,4,1793.35
C023537,1793.33,298.8883333333333,6,1793.33
C022902,1793.27,597.7566666666667,3,1793.27
C002921,1793.26,358.652,5,1793.26
C012440,1793.1999999999998,448.29999999999995,4,1793.1999999999998
C005820,1793.17,358.634,5,1793.17
C006655,1793.17,597.7233333333334,3,1793.17
C007421,1793.13,597.71,3,1793.13
C002992,1793.08,358.616,5,1793.08
C017540,1792.92,256.13142857142856,7,1792.9199999999998
C019339,1792.91,358.582,5,1792.9099999999999
C023224,1792.85,199.20555555555555,9,1792.85
C003220,1792.82,256.1171428571428,7,1792.8199999999997
C022069,1792.79,448.1975,4,1792.79
C018479,1792.58,358.51599999999996,5,1792.58
C003377,1792.5,597.5,3,1792.5
C012749,1792.4899999999998,358.49799999999993,5,1792.4899999999998
C019590,1792.44,358.488,5,1792.44
C022100,1792.3,298.71666666666664,6,1792.2999999999997
C016086,1792.24,358.448,5,1792.2399999999998
C010150,1792.2199999999998,358.44399999999996,5,1792.2199999999998
C022830,1792.22,298.7033333333333,6,1792.2199999999998
C006119,1791.92,298.65333333333336,6,1791.92
